country,year,cereal_yield,fdi_perc_gdp,en_per_gdp,en_per_cap,co2_ttl,co2_per_cap,co2_per_gdp,pop_urb_aggl_perc,prot_area_perc,gdp,gni_per_cap,under_5_mort_rate,pop_growth_perc,pop,urb_pop_growth_perc,urb_pop
CIV,2006,1820.7,1.836005795,315.5059572,520.4221832,7139.649,0.389591683,236.1899642,20.08951336,22.59252354,17367306797,900,132.8,1.67849226,18325979,3.078897069,8697509.633
CMR,2006,1694,0.091239922,186.5573987,373.9794561,4264.721,0.23761016,118.5303967,18.88519837,9.153943559,17956985511,990,141,2.224226547,17948395,3.723066523,9893155.324
COG,2006,741.4,19.24256263,93.86627966,328.0035805,1463.133,0.403226789,115.393248,33.12814639,9.447632507,7731262789,1220,97,2.663868476,3628561,3.293113805,2198182.254
COL,2006,3780,4.088248395,88.30366391,677.8875856,61561.596,1.408843721,183.5201958,36.00261028,20.41020987,1.62808E+11,3440,21.9,1.512604231,43696540,1.919384453,32291743.06
CRI,2006,3758.9,6.521614808,106.5507504,1030.647083,7436.676,1.697166018,175.4570656,29.12874103,20.91523284,22526464348,5050,10.6,1.666246325,4381820,2.505502381,2726368.404
CZE,2006,4163,3.87191634,205.9212575,4463.961129,122785.828,11.95678506,551.5630948,11.32203553,15.12475179,1.42611E+11,12890,5,0.32485824,10269134,0.32485824,7547813.49
DEU,2006,6486.6,1.940829093,127.6238819,4142.239388,811881.134,9.855743045,303.6589797,7.801415237,40.47181629,2.91856E+12,37400,4.6,-0.112770821,82376451,-0.003838348,60530216.19
DNK,2006,5778.3,0.881969222,108.8817594,3724.566842,54418.28,10.0083792,292.5789716,20.91429305,4.951369084,2.74377E+11,52250,4.7,0.392399094,5437272,0.69461948,4684753.555
DOM,2006,3837.5,3.016729225,124.4440009,866.196971,20813.892,2.214647885,318.1720239,21.47393913,22.13277981,35952845583,3460,31.5,1.436248416,9398285,2.537941858,6347601.689
DZA,2006,1503.6,1.532824456,144.1137361,1037.861276,107303.754,3.213461363,446.2098484,7.688948062,6.317327004,1.17169E+11,3120,40.8,1.519347086,33391954,2.525328534,21350815.39
ECA,2006,2192.271704,4.525003215,304.4968127,2985.826844,2983959.156,7.465500505,764.7371162,17.98105749,7.477725069,2.08751E+12,4591.615626,27.49080674,0.142363449,399699813,0.288837386,253667218.6
ECU,2006,2841.7,0.650830482,117.7841705,804.3169986,29842.046,2.187880122,320.3931358,30.04872978,25.09484806,41705000000,2870,24.5,1.576217759,13639708,2.608606093,8764876.361
EGY,2006,7514,9.343527188,179.2836838,844.653734,187504.711,2.481256444,526.6640968,19.45297861,5.879997751,1.07484E+11,1350,29.6,1.823142966,75568453,1.916995624,32222388.36
EMU,2006,5402.581822,3.957039153,127.1122161,3823.08656,2717613.7,8.336832202,277.1878689,17.76901236,15.43475157,1.076E+13,33780.21115,4.792481444,0.547378206,325976778,0.805471178,237419892.1
ESP,2006,3036.5,2.524505129,114.4796094,3206.953344,350037.152,7.93439235,283.2364677,23.4903151,8.571968215,1.23477E+12,27470,5.5,1.64157113,44116441,1.823934082,33899073.26
ETH,2006,1651.9,3.595618757,422.7087572,291.2207919,5995.545,0.078895598,114.5174426,3.536783318,17.96383785,15164485977,190,118.3,2.302209349,75993403,4.148415633,12462918.09
FIN,2006,3288.7,3.716729581,221.7068364,7075.653575,66075.673,12.54696362,393.1435565,20.44311076,9.066019817,2.07796E+11,41100,3.6,0.383777136,5266268,0.863394363,3301950.036
FRA,2006,6831.8,3.18440532,140.2376695,4214.823192,382281.083,6.026119991,200.5040271,22.13787934,15.10396919,2.25571E+12,36740,4.5,0.689818962,63437350,0.976240197,48796009.62
GBR,2006,7277.4,6.30569052,108.0761789,3613.870947,543273.384,8.965553557,268.1232354,25.99238506,24.35237836,2.44415E+12,41070,5.9,0.614676968,60595632,0.703823397,54402758.41
GHA,2006,1334.4,3.119482589,338.8019649,425.0464896,9350.85,0.421768854,336.1893817,16.41511832,13.99537825,20388317032,600,83.4,2.423061319,22170556,3.959317399,10761587.88
GRC,2006,3918.8,2.037463458,105.3289334,2710.932631,97285.51,8.726363103,339.048823,29.02827835,13.48676318,2.65072E+11,23480,5.2,0.399912003,11148460,0.730490817,6755966.76
GTM,2006,1499.7,1.957584746,151.1785976,631.2849715,12288.117,0.942708669,225.7575912,7.694801588,30.54632349,30231130543,2220,37.8,2.467889183,13034904,3.437747091,6212435.246
HND,2006,1557.7,6.128703244,164.200214,562.0763522,7308.331,1.041403757,304.226853,13.16646359,18.17457032,10917599272,1480,28.6,1.993674444,7017769,2.978060736,3295544.322
HUN,2006,5097.3,17.30840478,158.5984669,2713.618604,57227.202,5.682166577,332.0963773,16.87765418,5.116317593,1.12791E+11,10830,7.9,-0.155716485,10071370,0.445789088,6717603.79
IDN,2006,4365.8,1.347942602,252.3498478,816.5305559,338134.07,1.470668958,454.5121858,8.941964999,14.11143381,3.64571E+11,1370,41.9,1.144040364,229918547,3.445827149,113165908.8
IND,2006,2446.5,2.137612332,205.4038075,509.0957045,1504364.748,1.35551418,546.9065468,12.36557232,5.334659743,9.51339E+11,850,70.9,1.38163946,1109811147,2.352520872,321623270.5
IRL,2006,7465.5,-2.482537623,87.00999661,3456.019835,43112.919,10.11959348,254.7745199,24.59338349,0.954739291,2.22474E+11,45570,4.9,2.385480304,4260341,2.84722255,2589435.26
IRN,2006,2575.2,0.738767076,268.2936863,2590.22754,492349.755,6.975562539,722.52316,24.07549842,7.07982273,2.22881E+11,2940,31.4,1.211694966,70582086,1.985969233,47586442.38
ISR,2006,2397.6,10.48760312,122.02713,2964.010378,65778.646,9.32541021,383.9234344,57.60677375,18.74281488,1.45844E+11,21130,5.3,1.767805874,7053700,1.789637551,6462599.94
ITA,2006,5316,2.093345949,108.198385,3089.506071,468268.566,7.944632796,278.2310241,17.33473558,9.909225692,1.86338E+12,32190,4.3,0.569041312,58941499,0.805448041,39938759.72
JOR,2006,966.5,22.65196525,270.4012356,1236.476612,20733.218,3.744485823,818.8699917,18.95622178,9.411697594,15645466528,2750,24.5,2.292651909,5537000,2.343724433,4337685.8
JPN,2006,5852.5,-0.155494364,131.5283685,4068.517854,1231770.969,9.641589976,311.6964567,48.4798984,16.30464543,4.36259E+12,38590,3.6,-0.01330573,127756000,0.228825138,84523369.6
KAZ,2006,1170,7.750454829,420.9202085,4010.774241,192121.464,12.55032645,1317.123754,8.425665261,2.520934533,81003864916,3860,37.4,1.057671309,15308085,1.546840698,8783779.173
KEN,2006,1646.7,0.225198582,334.6158277,466.8505043,9574.537,0.262022129,187.8047702,8.067959813,11.61053084,22502239913,580,94.6,2.567850252,36540948,4.006723997,7673599.08
KOR,2006,6401.4,0.376812349,185.1032197,4421.052322,470820.798,9.748448102,408.1537605,48.26028739,2.397595468,9.51773E+11,18950,5.2,0.329756093,48297000,0.601663318,39130229.4
LAC,2006,3255.264459,2.298861792,135.9735657,1237.737865,1449594.436,2.605361581,288.2374835,34.3432075,20.79375115,3.14173E+12,5050.512234,25.60809182,1.224699059,556388966,1.6966997,433249629.2
LIC,2006,1930.105474,2.187440292,308.8464877,344.267732,218076.49,0.297389915,304.6202101,10.53412169,10.53481113,2.60314E+11,361.1376763,118.5426764,2.108460747,733301564.4,3.734392585,195181108.4
LMC,2006,2534.84843,2.954359117,238.7240528,648.9123799,3304999.469,1.424488781,525.5484112,13.60778429,9.524589797,2.51432E+12,1038.464035,76.86177462,1.549013454,2320130221,2.7528085,877133441.3
LMY,2006,2887.95338,3.374700736,241.2524432,1092.623406,15399030.5,2.831227152,646.5397556,16.64032552,12.1604535,1.16022E+13,1999.176386,70.10063993,1.254923042,5438995062,2.403681428,2377697339
MAR,2006,1652.4,3.604668421,114.2261241,433.6768475,43992.999,1.432899441,377.4113151,18.95018592,1.545448248,65637107776,2130,42.2,1.013555596,30702084,1.629834508,16990533.29
MEX,2006,3213.6,2.10569134,125.5771393,1589.588365,441653.48,4.095631467,323.5540061,34.9100585,10.73437703,9.52276E+11,8450,20.8,1.261222583,107835259,1.653636429,82601808.39
MIC,2006,3061.099415,3.398751761,239.9194682,1179.270989,15181436.26,3.226184677,657.1640084,17.46913339,12.46364806,1.13311E+13,2252.633669,57.48294904,1.123197271,4705693498,2.28633795,2182516231
MNA,2006,2486.65086,4.026716125,216.8148186,1299.491985,1136439.97,3.677710346,617.911017,19.88533696,4.025098539,7.39795E+11,2452.448882,38.71667966,1.783449882,309007470.1,2.28050884,175977294.4
MOZ,2006,779.8,2.166365578,578.4503853,410.6140017,1980.18,0.093005705,131.0213136,6.574684871,15.82727395,7096128501,310,154.3,2.477192994,21290952,4.712883705,7511447.866
MYS,2006,3389.4,3.881923521,200.3461304,2403.370467,179418.976,6.748553343,562.5626872,8.754046776,17.88284076,1.56523E+11,5610,7.7,1.845100854,26586287,3.196869895,18216923.85
NGA,2006,1507.4,3.305307401,404.6712957,733.489523,92225.05,0.643405418,354.9712655,14.42097949,12.84487109,1.46867E+11,840,159.1,2.48322599,143338939,4.02964856,67254630.18
NLD,2006,7854.1,1.040885035,129.703959,4700.183242,166841.166,10.20678668,281.6614956,12.42239357,12.36383818,6.77692E+11,43390,5.1,0.160613669,16346101,0.831673724,13197841.95
NZL,2006,7112.2,4.126619257,157.5389125,4025.868422,33553.05,8.018221574,313.7663169,29.20162023,25.84718493,1.10563E+11,25630,6.5,1.21898486,4184600,1.358099188,3612146.72
PAK,2006,2554,3.351372549,220.1797013,492.510073,145854.925,0.903051967,403.7150169,17.61598257,10.29380555,1.275E+11,780,92.3,1.791572073,161513324,2.987826726,57046506.04
PAN,2006,2146.1,14.92151485,87.28516846,853.507409,6824.287,2.071365936,211.8312305,37.87593149,18.67609335,17137000000,4940,22.3,1.722461895,3294583,2.846069222,2358921.428
PER,2006,3520.4,3.755566609,69.85570148,475.3941729,35346.213,1.268417502,186.3846876,29.60114994,13.62139518,92303809836,2950,25.9,1.110041652,27866387,1.250589813,19840867.54
PHL,2006,3180.8,2.390134039,141.4379171,445.9426324,67630.481,0.776324298,246.2238047,14.10981014,10.85054479,1.22211E+11,1310,33.4,1.818448618,87116275,2.991761587,55266564.86
POL,2006,2598.2,5.817307865,173.632715,2544.041261,319410.368,8.374403713,571.5593043,4.458540929,21.8332981,3.4167E+11,8340,7.2,-0.063370574,38141267,-0.160979172,23433994.44
PRT,2006,3122.5,5.455385355,108.3856732,2333.476595,59108.373,5.584509819,259.3901553,38.50588189,5.919456403,2.0106E+11,18650,4.6,0.33046669,10584344,1.401103751,6162205.077
PRY,2006,2422.6,1.868421305,175.0065581,699.0417231,3986.029,0.663387643,166.0804845,30.2271229,5.445292822,9275210016,1400,28.4,1.860916414,6008597,2.881333432,3551080.827
ROM,2006,3102.2,9.290027589,181.7789128,1841.861691,102001.272,4.724979162,466.3225145,8.947062642,7.109808962,1.22642E+11,4870,18.9,-0.216116691,21587666,0.118518311,11631434.44
RUS,2006,1886.8,3.000354654,365.4751569,4706.475782,1669603.435,11.71651533,909.8305139,17.96054667,9.021114187,9.89931E+11,5820,15.5,-0.455103184,142500000,-0.48254179,103854000
SAS,2006,2552.844051,2.19659525,202.9953313,470.8466851,1713919.13,1.147739731,501.3506685,12.99255004,6.103548566,1.18762E+12,793.5095203,74.6337727,1.460735315,1493299469,2.589097084,430980035.9
SAU,2006,5047.1,5.136266539,312.6324727,6379.735088,383399.518,15.46000957,757.6021505,38.68219019,31.29439306,3.5663E+11,13630,20.2,3.105537976,24799436,3.815368395,20335537.52
SDN,2006,644.7,9.710828834,227.6823887,398.7771918,11683.062,0.296759971,169.4355157,11.76388334,4.89501738,36393186004,760,107.2,2.464557128,39368726,4.598488732,16408885
SEN,2006,879,2.349255276,147.4751781,246.4884661,4789.102,0.428764134,256.5315447,22.55398136,24.08916254,9378279041,830,90.6,2.700902155,11169549,3.32395713,4675573.211
SLV,2006,2802.9,0.093976498,131.9412459,779.662546,6486.923,1.067896433,180.7186796,23.60770547,0.648105654,18653600000,2980,21.8,0.395447938,6074487,0.895865996,3650766.687
SSA,2006,1242.981907,2.142589823,320.2735828,669.0794774,637809.5755,0.82456936,450.3253864,13.42428147,11.66679577,7.5514E+11,887.4285633,135.002197,2.493315234,773506277,3.928670534,274255156.1
SWE,2006,4292.1,7.13838552,163.018023,5529.077953,49559.505,5.45779172,160.9162366,13.83252363,11.32190336,3.99076E+11,45680,3.5,0.623768044,9080505,0.718622213,7662130.119
SYR,2006,2002.2,1.977030148,279.940831,1191.22678,68220.868,3.617045094,850.0133027,32.65677228,0.63801505,33332825024,1640,18.5,2.0386,18860939.31,2.655162883,10098146.91
TGO,2006,1130.6,3.510769187,490.3060922,428.1924763,1221.111,0.220819406,252.851477,24.90095676,11.25667356,2202809611,380,111.3,2.228370407,5529908,3.967544678,2245142.648
THA,2006,2963.7,4.564671502,209.8519396,1459.399014,283987.148,4.22120119,606.9808524,9.935346851,19.59034745,2.07089E+11,2830,14.9,0.862704478,67276383,1.909834465,21959011.41
TUR,2006,2658.6,3.802033605,111.4060278,1347.092702,261570.777,3.787393241,313.2215295,28.69098163,1.891591007,5.309E+11,7470,25.1,1.341575365,69063538,2.022756734,46797453.35
TZA,2006,1338.1,2.812312448,414.1966616,446.8729518,5379.489,0.134744557,124.8917514,7.02762368,27.32476007,14331230929,390,97.4,2.774833841,39923609,4.576684391,9837177.258
UKR,2006,2427.7,5.200779928,486.6361336,2935.208682,327796.797,7.00603891,1161.550014,13.27298278,3.508871835,1.07753E+11,1950,14.9,-0.676092035,46787750,-0.587635594,31750167.15
UMC,2006,3540.879133,3.525344185,240.3660553,1690.513908,11876092.59,4.978317997,706.57319,21.17324417,13.61984833,8.81602E+12,3433.355624,24.77566451,0.712472278,2385563277,1.97527149,1305382789
URY,2006,4457.4,7.542039585,95.09936918,958.1220625,6648.271,2.005834726,199.0911436,49.0293459,0.250941702,19802235564,5440,13.3,0.264131585,3314466,0.372768207,3052623.186
USA,2006,6400.1,1.823240503,177.8157641,7691.694681,5514775.631,18.46920601,426.969103,44.50183059,14.81417248,1.33362E+13,46240,7.9,0.955679559,298593000,1.326279118,242158923
UZB,2006,4111.9,1.020498263,869.5651256,1844.515363,115345.485,4.35499343,2053.086944,8.21834719,2.255443988,17030896203,600,55.9,1.209556379,26485800,1.318488852,9730882.92
VEN,2006,3413.7,-0.276873153,240.4689316,2578.086086,153595.962,5.682215308,530.0041187,32.12754245,53.74982504,1.83478E+11,6090,20.7,1.693817544,27031000,2.061504775,25041518.4
VNM,2006,4749.7,3.938744329,271.9428126,629.0865291,83735.945,1.005076579,434.4765609,11.46980783,6.166788857,60933124863,700,27.4,1.109804911,83313000,2.911655462,22394534.4
WLD,2006,3285.987911,3.202905096,189.9187845,1801.237952,30136400,4.612258933,502.1975476,19.56223346,12.47745864,4.94547E+13,7617.696863,64.18577993,1.170791534,6533978347,2.057846998,3199255956
YEM,2006,930.2,5.874624869,144.3993412,322.8845546,20791.89,0.97669211,436.7929503,8.936531118,0.520660875,19081645677,780,85.5,3.049721895,21288070,5.036769115,6275723.036
ZAF,2006,3159,-0.070353821,305.0382276,2738.417923,405709.546,8.499926777,946.8250179,32.49824338,6.859550081,2.61007E+11,5480,75.8,1.121849502,47730946,1.928034587,28533559.52
ZAR,2006,771.5,2.997662542,1254.518942,350.530692,2460.557,0.041641953,149.0329378,16.85998516,9.986566577,8543323220,130,179,2.863311595,59088415,4.776359755,19333729.39
ZMB,2006,1816.1,5.753860097,524.1498823,628.7406793,2284.541,0.194427284,162.0843717,11.0807946,35.98301766,10702206686,620,133.2,2.479311674,11750105,2.878513801,4128986.897
AGO,2007,526.8,-1.47778096,121.6053092,605.8081979,25151.953,1.435174111,288.085886,22.82405841,12.39982661,60451594399,2660,171.1,2.982645128,17525367,4.608697215,9779154.786
ARG,2007,4352.4,2.4823416,148.8478863,1867.240189,183727.701,4.666922195,372.0257887,39.22509173,5.425434956,2.60769E+11,6050,15.3,0.878198237,39368066,1.096300832,36139884.59
ARM,2007,2647.4,7.590690174,175.9400441,925.5551316,5056.793,1.64492364,312.6857902,36.00877762,7.991345077,9206277479,2570,22.9,0.141177834,3074181,0.016138743,1965631.331
AUS,2007,1231.3,4.794047873,175.1734107,5929.288409,380814.283,18.07162335,533.9035108,59.75860482,10.50265864,8.56816E+11,37140,5.3,1.520422261,21072500,1.997121574,18661806
AUT,2007,5846.9,17.18330271,112.6706714,4008.350653,68807.588,8.289283861,233.0033619,20.09456211,22.92242488,3.72291E+11,42180,4.6,0.221477088,8300788,0.550670861,5556547.487
BGD,2007,4020.8,0.9541982,142.5781639,184.024701,46930.266,0.326002414,252.5792757,13.53600894,1.641262163,68415421373,520,57.1,1.119988157,143956805,2.936843584,38378884.21
BGR,2007,2088.8,31.37826758,233.3083609,2624.43634,52812.134,6.894746888,612.9324117,15.44112847,9.066592045,42113655820,4530,14.6,-0.511187415,7659764,-0.086558327,5423112.912
BLR,2007,2888.1,3.942952902,276.8561238,2891.955576,60256.144,6.210693053,594.5694391,18.60742115,7.267988576,45275711996,4350,7.8,-0.313875068,9702000,0.262811962,7086340.8
BOL,2007,1763.2,2.791766736,143.139072,571.8441079,13054.52,1.379460468,345.2946152,32.05251716,18.20639618,13120517443,1240,61.5,1.67117036,9463497,2.380065299,6162629.246
BRA,2007,3553.1,2.531869712,134.859306,1240.222406,368368.485,1.940844209,211.0435207,39.50790332,28.02868507,1.36598E+12,6110,23.4,0.974106132,189798070,1.515985182,161556117.2
CAN,2007,2964.9,8.261843382,228.6511427,8248.276474,544171.799,16.50205601,457.4548362,43.51524442,8.034367052,1.42407E+12,40270,6,0.996579677,32976000,1.121190285,26479728
CHE,2007,6421.8,7.696161652,90.13017445,3411.819602,38019.456,5.034944631,133.0083331,14.94487504,22.82950095,4.34117E+11,57020,4.8,0.893690978,7551117,0.97544599,5544030.101
CHL,2007,5767.5,7.627801751,131.4758977,1715.370606,70098.372,4.214351082,323.0121757,34.52610656,16.49643302,1.64315E+11,8140,9.1,0.994373144,16633254,1.312482933,14663876.73
CHN,2007,5319.8,4.580689072,284.4726453,1490.260435,6791804.714,5.153564017,983.752876,16.9513692,16.59929846,3.49406E+12,2490,22.2,0.522271866,1317885000,2.678043974,556147470
CIV,2007,1593.8,2.155908055,332.8133726,548.7778195,6384.247,0.342378464,207.6398269,20.31262921,22.59252354,19795696265,950,130.4,1.735241205,18646754,3.116305215,8972818.025
CMR,2007,1522.3,0.923414418,170.2433712,345.489504,6167.894,0.336124611,165.6287273,19.20337752,9.153943559,20685921877,1060,139.9,2.213007752,18350022,3.689713858,10265002.31
COG,2007,770.9,31.62227013,99.99100237,334.4440537,1591.478,0.426599711,127.5434029,33.02680633,9.447632507,8343503640,1400,96.6,2.773614431,3730612,3.398925009,2274181.075
COL,2007,3937.9,4.362720113,82.1490098,664.189773,63439.1,1.430344342,176.9093355,36.40711794,20.41020987,2.07411E+11,4070,21.2,1.489625361,44352327,1.894757583,32909426.63
CRI,2007,3720.2,7.218502078,108.9992122,1118.452152,8118.738,1.82336689,177.6969664,29.69792086,20.91523284,26267157320,5540,10.4,1.602582873,4452608,2.434854002,2793566.259
CZE,2007,4523.8,6.087918111,193.7590406,4429.780069,123944.6,11.99367922,524.6047753,11.24285864,15.12475179,1.74215E+11,14380,4.7,0.63122155,10334160,0.63122155,7595607.6
DEU,2007,6182.9,2.420817674,120.8844817,4033.168632,787235.227,9.569344167,286.8179626,7.869801284,40.47181629,3.32915E+12,39450,4.5,-0.133718573,82266372,-0.024904634,60515143.24
DNK,2007,5675.7,3.792158325,104.5733262,3617.744997,49695.184,9.099285573,263.0209037,21.04229692,4.951369084,3.11418E+11,54700,4.5,0.443466054,5461438,0.74477582,4719774.72
DOM,2007,3846,4.035854882,117.2841852,873.1261187,21363.942,2.24129722,301.066149,21.58016079,22.13277981,41314666869,4150,30.2,1.412250755,9531954,2.501939052,6508418.191
DZA,2007,1253.4,1.223826566,148.5594548,1085.247963,112741.915,3.325072357,455.1687296,7.738220916,6.317327004,1.35804E+11,3620,39.1,1.529486041,33906605,2.525448211,21896885.51
ECA,2007,2067.615243,5.042439647,286.2577427,3017.836264,3050860.816,7.615263337,725.5808921,18.08023362,7.477753894,2.70013E+12,5705.343053,26.09170254,0.231337111,400624467,0.38626331,254647042
ECU,2007,3153.6,0.426688277,119.7706842,821.9111417,30898.142,2.230957721,325.1000251,30.43791279,25.09484806,45503600000,3060,23.3,1.527984346,13849721,2.549823242,8991238.873
EGY,2007,7450.3,8.873950444,176.4020294,874.0999599,199220.776,2.58924754,522.5357985,19.31918547,5.879997751,1.30473E+11,1560,27.3,1.800742088,76941572,1.894506746,32838662.93
EMU,2007,5439.959246,6.614188847,122.3811059,3765.613989,2684247.667,8.18840275,266.1201565,17.78766307,15.45154537,1.23645E+13,35804.86118,4.63659908,0.562653883,327810899,0.820043701,239366839
ESP,2007,3944.8,4.624458232,112.3957814,3205.71005,358236.564,7.982285769,279.8678709,23.40488396,8.571968053,1.44194E+12,29390,5.3,1.713622904,44878945,1.8956539,34547811.86
ETH,2007,1391.9,1.135394786,526.1708454,395.0601888,6560.263,0.084410641,112.4244345,3.53003887,18.39867799,19552720846,230,115.2,2.24459669,77718436,4.057335149,12978978.81
FIN,2007,3654.7,5.156301311,207.7288035,6953.488746,63923.144,12.0866947,361.0784055,20.54688091,9.066019817,2.45952E+11,44160,3.4,0.425429832,5288720,0.902757707,3331893.6
FRA,2007,6551.4,3.807037041,135.5720111,4142.321102,374283.356,5.864104161,191.9234108,22.15967561,15.10396919,2.58239E+12,38960,4.4,0.611061497,63826178,0.896664703,49235513.71
GBR,2007,6634.7,7.188665253,101.0562183,3447.617543,529621.143,8.684214524,254.5508218,25.89228997,24.35237836,2.81097E+12,44050,5.7,0.64321601,60986649,0.732283038,54802602.79
GHA,2007,1316.9,3.472569493,320.6322302,418.0195288,9636.876,0.42430015,325.4496357,16.6159741,13.99537825,24632480407,810,81.1,2.414606069,22712403,3.927617961,11192672.2
GRC,2007,3923.4,0.630239853,100.9864079,2699.663256,98213.261,8.774711034,328.2359552,28.96455504,13.8339275,3.10789E+11,25370,4.9,0.396603696,11192763,0.726093286,6805199.904
GTM,2007,2461.9,2.18420448,148.2897763,642.2957169,12926.175,0.967611938,223.3970336,7.668074823,30.6288786,34113106486,2430,36.2,2.454780513,13358842,3.415322457,6428274.77
HND,2007,1748,7.484729068,182.0008202,649.2561133,9035.488,1.262147849,353.8079026,13.24300838,18.17457032,12392440366,1630,27.4,1.989966197,7158819,2.964756709,3394711.97
HUN,2007,3492,51.37395118,153.9171502,2657.989236,55848.41,5.55386156,321.6094831,16.9202588,5.116317593,1.37897E+11,11500,7.5,-0.154915158,10055780,0.442993948,6747428.38
IDN,2007,4464.7,1.603424152,238.022538,810.0785882,368617.841,1.585713982,465.9247536,8.895375414,14.11143381,4.32105E+11,1600,40.3,1.100057544,232461746,3.350052018,117021242.9
IND,2007,2583.3,2.051039399,197.4888668,530.3736588,1612383.567,1.433501251,533.7756371,12.48764294,5.334659743,1.24243E+12,1000,68.7,1.34038184,1124786997,2.30192771,329112675.4
IRL,2007,7188.9,9.483774112,84.13693555,3451.683765,44411.037,10.19319264,248.4654014,24.30245051,0.954739291,2.59189E+11,48590,4.7,2.24187064,4356931,2.701490622,2660342.069
IRN,2007,2451.8,0.583649606,266.0997958,2736.976272,506346.694,7.088166362,689.1399247,24.16200556,7.07982273,2.86058E+11,3520,30,1.201854374,71435498,1.970179667,48533277.34
ISR,2007,2749.7,5.268651275,119.0142665,2990.877564,36816.68,5.127599894,204.0396263,57.42647038,18.74281488,1.6699E+11,22610,5.1,1.776100869,7180100,1.797927782,6579843.64
ITA,2007,5173.9,1.892205794,104.8584117,3016.317108,459376.091,7.736822822,268.9607635,17.21808882,9.909225692,2.1162E+12,33600,4.1,0.733272008,59375289,0.969121174,40327696.29
JOR,2007,733.8,14.75985616,262.1832069,1271.933416,21495.954,3.796530201,782.5774926,18.71506535,9.411697594,17765381660,3110,23.8,2.232434885,5662000,2.283481338,4437875.6
JPN,2007,6062.1,0.506632059,127.3535045,4031.994083,1251187.734,9.79244259,309.3015158,48.72537494,16.30464543,4.37794E+12,37760,3.5,0.01154478,127770750,0.253090791,84737561.4
KAZ,2007,1327.4,10.60435627,416.1212478,4268.826749,227401.671,14.68605343,1431.582783,8.479150866,2.520934533,1.04853E+11,4970,36.2,1.143851233,15484192,1.630639399,8928185.107
KEN,2007,1773.3,2.68290644,318.222403,463.121037,9831.227,0.262269241,180.211956,8.235448155,11.61053084,27173670134,660,92.1,2.551392077,37485246,3.969855577,7984357.398
KOR,2007,6109.3,0.170066609,183.2233304,4584.498452,498205.954,10.28161536,410.9133918,48.15430287,2.397595468,1.04924E+12,21200,5.1,0.328672275,48456000,0.599842169,39365654.4
LAC,2007,3558.359318,2.981033723,131.4025488,1248.04619,1515347.413,2.691531597,284.9711936,34.58539268,20.83225347,3.70986E+12,5912.281985,24.42857206,1.189213555,563005619,1.657807668,440432074.8
LIC,2007,1966.941834,3.541199441,315.3975861,356.0082114,209811.072,0.280293507,274.5503229,10.73733487,10.58573441,3.05657E+11,395.5269509,115.5525105,2.078141181,748540606.2,3.676871005,202357666
LMC,2007,2571.409681,3.195388865,228.2960198,660.7104715,3528645.415,1.498015832,519.2072941,13.70711057,9.525757595,3.10876E+12,1211.221036,74.85629192,1.526462725,2355546144,2.721128073,901001365.6
LMY,2007,2925.041094,3.776986409,230.664208,1123.240542,16174349.5,2.937484954,623.7698353,16.81429115,12.17671982,1.4351E+13,2363.948501,68.22691905,1.235424394,5506189734,2.37381627,2434139505
MAR,2007,516.2,3.730931145,119.8656161,462.7427014,46281.207,1.492403019,386.5815856,19.00126145,1.545448248,75226318359,2240,40.3,1.001786229,31011199,1.614290395,17267035.6
MEX,2007,3353.1,2.870300441,124.8214057,1610.838263,449860.226,4.118816375,319.1608132,34.92276875,11.11667454,1.03593E+12,9090,19.7,1.276640812,109220753,1.667520789,83990759.06
MIC,2007,3094.095282,3.781514889,229.0225414,1212.657204,15965016.56,3.355652367,634.4568145,17.65102097,12.47345279,1.40302E+13,2670.997085,55.81240392,1.104101447,4757649128,2.257284872,2231781839
MNA,2007,2187.896982,3.705201837,214.8606609,1342.326951,1175841.885,3.738806748,602.7758747,19.81256375,4.025094617,9.01154E+11,2846.570077,37.24386428,1.776363636,314496566.5,2.268051767,179968550.5
MOZ,2007,796.6,5.32291538,569.6488459,423.4610495,2574.234,0.118022811,158.7668051,6.699629358,15.82727395,8030015310,340,149.1,2.414718243,21811326,4.601516907,7865164.156
MYS,2007,3540.6,4.602489497,204.7357119,2570.243541,194919.385,7.20558803,573.9694203,8.885510268,17.88284076,1.86642E+11,6310,7.3,1.733366597,27051142,3.067106287,18784313
NGA,2007,1399.8,3.637258774,382.9170593,720.6616712,88605.721,0.602959037,320.3768293,14.57210668,12.84487109,1.65921E+11,970,154.6,2.48904153,146951477,4.0119136,70007683.64
NLD,2007,7157.7,15.9419168,128.9042317,4843.796088,172495.68,10.52978153,280.2210031,12.43793683,12.36456493,7.82567E+11,46310,4.9,0.217521601,16381696,0.884108442,13315042.51
NZL,2007,7916.4,2.225812138,153.7178039,3998.813708,32936.994,7.789653998,299.4409325,29.95731145,25.84718493,1.38317E+11,27480,6.4,1.03889011,4228300,1.177811179,3654942.52
PAK,2007,2744,3.904417004,220.5239186,512.0180354,160882.291,0.978331405,421.3630385,17.75189285,10.29380555,1.43171E+11,850,90.7,1.799215129,164445596,2.981328529,58772856.01
PAN,2007,2191.8,8.974941902,74.82789231,806.5910938,6651.938,1.985254306,184.1731164,38.2197845,18.67609335,19794000000,5550,21.7,1.688161662,3350673,2.799284205,2425887.252
